,name,cloudiness,country,date,humidity,lat,lng,maxTemp,windSpeed
306,Nanortalik,100,GL,2019-11-16 19:39:13,84,60.14,-45.24,32.25,37.29
307,Esperance,0,AU,2019-11-16 19:46:44,19,-33.86,121.89,95.0,13.87
308,Mayo,90,CA,2019-11-16 19:46:44,71,63.59,-135.9,6.8,10.29
309,Fairbanks,90,US,2019-11-16 19:45:26,77,64.84,-147.72,8.6,3.36
310,Ereymentau,50,KZ,2019-11-16 19:46:45,86,51.62,73.1,14.2,17.07
311,Bom Jardim,40,BR,2019-11-16 19:46:45,88,-7.8,-35.59,71.6,14.99
312,Govlyar,40,AZ,2019-11-16 19:46:45,86,40.95,45.73,33.8,6.93
313,Sindou,0,BF,2019-11-16 19:46:45,30,10.66,-5.16,76.95,2.08
314,Dawson Creek,1,CA,2019-11-16 19:46:45,60,55.76,-120.23,42.8,5.82
315,Bambous Virieux,75,MU,2019-11-16 19:46:45,83,-20.34,57.76,75.99,12.75
316,Northam,0,AU,2019-11-16 19:46:45,64,-31.65,116.67,75.2,3.36
317,Sikonge,75,TZ,2019-11-16 19:46:45,73,-5.63,32.75,73.4,2.8
318,Okha,100,RU,2019-11-16 19:46:46,92,53.59,142.95,30.51,26.19
319,Khorramshahr,100,IR,2019-11-16 19:46:46,59,30.43,48.18,64.4,4.7
320,Gushikawa,20,JP,2019-11-16 19:42:06,61,26.35,127.87,78.8,14.99
321,Ust-Maya,100,RU,2019-11-16 19:46:46,92,60.42,134.54,-13.04,3.87
322,Balakhninskiy,100,RU,2019-11-16 19:46:46,91,58.01,114.28,-14.48,2.55
323,Comodoro Rivadavia,13,AR,2019-11-16 19:43:04,47,-45.87,-67.48,68.0,25.28
324,Sorong,46,ID,2019-11-16 19:42:43,62,-0.86,131.25,89.35,3.18
325,Roald,68,NO,2019-11-16 19:43:37,86,62.58,6.12,33.8,2.24
326,Dunedin,100,NZ,2019-11-16 19:41:19,79,-45.87,170.5,53.53,9.91
327,Bellavista,90,MX,2019-11-16 19:46:47,100,21.56,-104.88,64.4,2.04
328,Bilibino,46,RU,2019-11-16 19:46:47,57,68.06,166.44,-2.02,2.93
329,Itoman,20,JP,2019-11-16 19:46:47,61,26.12,127.67,78.8,14.99
330,Vanavara,85,RU,2019-11-16 19:39:26,97,60.35,102.28,-22.16,3.02
331,San Isidro,75,CR,2019-11-16 19:46:47,100,10.02,-84.06,70.0,2.24
332,Azle,1,US,2019-11-16 19:46:47,54,32.9,-97.55,55.99,4.7
333,San Vicente,75,EC,2019-11-16 19:46:47,94,-0.59,-80.41,73.4,9.17
334,Inhambane,30,MZ,2019-11-16 19:46:47,88,-23.87,35.38,70.97,10.47
335,Suzhou,100,CN,2019-11-16 19:43:55,60,31.3,120.58,78.01,4.56
336,Brewster,1,US,2019-11-16 19:46:48,44,41.76,-70.08,37.99,6.93
337,Kangaatsiaq,0,GL,2019-11-16 19:46:48,65,68.31,-53.46,18.61,16.75
338,Ola,100,RU,2019-11-16 19:46:48,67,59.58,151.3,10.17,13.85
339,Guerrero Negro,2,MX,2019-11-16 19:41:59,91,27.97,-114.04,63.37,8.77
340,Gidam,0,IN,2019-11-16 19:46:48,63,18.98,81.4,72.55,2.53
341,Evensk,76,RU,2019-11-16 19:46:48,75,61.92,159.24,10.78,13.53
342,Rome,75,IT,2019-11-16 19:44:53,59,41.89,12.48,68.0,28.86
343,Richards Bay,72,ZA,2019-11-16 19:43:17,82,-28.77,32.06,67.87,6.08
344,Zomin,9,UZ,2019-11-16 19:46:49,45,39.96,68.4,38.79,4.12
345,Kochki,100,RU,2019-11-16 19:46:49,93,54.33,80.49,12.81,13.6
346,Plouzane,90,FR,2019-11-16 19:46:49,93,48.38,-4.62,46.99,3.36
347,Abu Zabad,77,SD,2019-11-16 19:46:49,30,12.35,29.25,75.31,13.51
348,Valdosta,90,US,2019-11-16 19:46:49,81,30.83,-83.28,53.01,10.29
349,Broome,88,GB,2019-11-16 19:46:49,81,52.47,1.45,43.0,5.82
350,Krasnaya Yaruga,29,RU,2019-11-16 19:46:49,90,50.8,35.66,32.0,8.95
351,Srednekolymsk,100,RU,2019-11-16 19:42:59,96,67.46,153.71,1.94,6.78
352,Paamiut,100,GL,2019-11-16 19:43:40,65,61.99,-49.67,33.91,17.16
353,Acapulco,75,MX,2019-11-16 19:45:10,74,16.86,-99.88,82.4,6.93
354,Hvide Sande,100,DK,2019-11-16 19:46:50,93,56.01,8.13,48.2,5.82
355,Amapa,75,HN,2019-11-16 19:42:24,88,15.09,-87.97,75.2,1.57
356,Mossendjo,100,CG,2019-11-16 19:46:50,99,-2.95,12.72,70.63,1.14
357,Dumai,100,ID,2019-11-16 19:46:50,63,1.68,101.45,88.16,1.5
358,Abu Kamal,0,SY,2019-11-16 19:46:50,19,34.45,40.92,55.15,18.32
359,Djenne,8,ML,2019-11-16 19:46:51,18,13.91,-4.55,78.73,8.88
360,Vestmannaeyjar,48,IS,2019-11-16 19:46:51,60,63.44,-20.27,40.33,19.15
361,San Carlos de Bariloche,75,AR,2019-11-16 19:46:51,83,-41.13,-71.31,50.0,29.97
362,Markova,0,RU,2019-11-16 19:46:51,83,52.21,104.21,-14.8,4.47
363,Mahanoro,100,MG,2019-11-16 19:46:51,85,-19.9,48.8,79.74,29.28
364,Saint-Joseph,100,FR,2019-11-16 19:40:49,81,43.56,6.97,52.0,2.24
365,Salinopolis,11,BR,2019-11-16 19:46:51,77,-0.61,-47.36,82.11,18.3
366,Chifeng,100,CN,2019-11-16 19:46:52,65,42.27,118.96,37.17,5.5
367,Vysokogornyy,100,RU,2019-11-16 19:46:52,88,50.1,139.13,4.93,11.3
368,Ganzhou,74,CN,2019-11-16 19:46:52,48,25.86,114.93,76.48,6.91
369,Talcahuano,34,CL,2019-11-16 19:46:00,82,-36.72,-73.12,59.0,4.7
370,Ewa Beach,40,US,2019-11-16 19:46:52,74,21.32,-158.01,86.0,5.82
371,Plettenberg Bay,100,ZA,2019-11-16 19:46:52,86,-34.05,23.37,58.77,7.16
372,Tual,36,ID,2019-11-16 19:46:52,70,-5.67,132.75,84.0,6.35
373,Katherine,99,AU,2019-11-16 19:46:52,41,-14.47,132.26,95.0,5.82
374,Gravdal,91,NO,2019-11-16 19:46:52,93,59.79,5.78,39.99,3.36
375,Quelimane,100,MZ,2019-11-16 19:46:53,94,-17.88,36.89,74.66,1.48
376,Filadelfia,0,PY,2019-11-16 19:46:53,33,-22.35,-60.04,73.71,8.08
377,Nanga Eboko,79,CM,2019-11-16 19:46:53,96,4.68,12.37,70.11,4.7
378,Zeya,0,RU,2019-11-16 19:46:53,73,53.74,127.27,2.95,0.92
379,Uusikaupunki,90,FI,2019-11-16 19:46:53,93,60.8,21.41,39.99,11.41
380,Ekhabi,100,RU,2019-11-16 19:46:53,92,53.51,142.97,30.51,26.19
381,Camocim,36,BR,2019-11-16 19:46:53,87,-2.9,-40.84,74.44,4.59
382,Fonte Boa,100,BR,2019-11-16 19:46:54,98,-2.51,-66.09,74.14,0.85
383,Katsuura,75,JP,2019-11-16 19:41:04,67,33.93,134.5,60.8,5.82
384,Cockburn Town,0,TC,2019-11-16 19:43:14,70,21.46,-71.14,81.68,8.72
385,Pointe-Noire,40,CG,2019-11-16 19:46:54,100,-4.8,11.85,78.8,2.24
386,Portland,1,US,2019-11-16 19:42:55,35,43.66,-70.25,26.01,15.84
387,Kaeo,10,NZ,2019-11-16 19:46:54,91,-35.1,173.78,71.01,1.01
388,Tevaitoa,6,PF,2019-11-16 19:46:55,83,-16.78,-151.5,79.38,15.3
389,Savelugu,100,GH,2019-11-16 19:46:55,47,9.63,-0.83,81.48,3.31
390,Vila Franca do Campo,40,PT,2019-11-16 19:46:55,76,37.72,-25.43,55.4,6.93
391,Mount Darwin,100,ZW,2019-11-16 19:46:55,78,-16.77,31.58,70.72,6.51
392,Bonavista,0,CA,2019-11-16 19:40:41,66,48.65,-53.11,28.99,27.0
393,Ossora,100,RU,2019-11-16 19:42:01,90,59.24,163.07,24.1,20.18
394,Kibala,95,TD,2019-11-16 19:46:55,88,9.11,18.35,69.8,3.04
395,Kasama,100,ZM,2019-11-16 19:46:55,92,-10.21,31.19,64.62,3.87
396,Negombo,20,LK,2019-11-16 19:46:56,88,7.21,79.83,75.2,2.24
397,Ballina,75,IE,2019-11-16 19:46:56,95,54.11,-9.15,44.01,11.99
398,Skagen,100,SE,2019-11-16 19:46:56,93,58.6,13.44,44.6,8.05
399,Yenagoa,46,NG,2019-11-16 19:46:56,93,4.92,6.26,74.1,1.63
400,Egvekinot,60,RU,2019-11-16 19:43:03,95,66.32,-179.17,4.41,10.33
401,Manyana,75,AU,2019-11-16 19:46:57,63,-35.26,150.51,66.2,16.11
402,Jasper,1,US,2019-11-16 19:46:57,93,33.83,-87.28,44.01,5.23
403,Sanghar,0,IN,2019-11-16 19:46:57,61,29.48,73.93,68.14,8.39
404,Krasnogvardeyskoye,0,RU,2019-11-16 19:46:57,82,45.84,41.51,41.34,13.67
405,Carballo,90,ES,2019-11-16 19:46:57,93,43.21,-8.69,55.0,13.87
406,Krasnovishersk,99,RU,2019-11-16 19:46:57,97,60.4,57.08,27.0,3.6
407,Half Moon Bay,20,US,2019-11-16 19:46:58,93,37.46,-122.43,68.0,4.7
408,Port Blair,4,IN,2019-11-16 19:41:44,76,11.67,92.75,82.69,11.63
409,Lorengau,88,PG,2019-11-16 19:43:25,69,-2.02,147.27,85.57,9.78
410,Rognan,75,NO,2019-11-16 19:46:58,69,67.1,15.4,37.0,12.75
411,Partenit,0,UA,2019-11-16 19:46:58,73,44.58,34.34,55.69,13.06
412,Algemesi,1,ES,2019-11-16 19:46:58,52,39.18,-0.43,55.0,11.41
413,Port-Gentil,100,GA,2019-11-16 19:43:17,88,-0.72,8.78,78.04,11.43
414,Sao Joao da Barra,5,BR,2019-11-16 19:42:41,85,-21.64,-41.05,69.84,7.36
415,Ciudad Bolivar,99,VE,2019-11-16 19:46:58,77,8.12,-63.55,78.58,6.42
416,Maniitsoq,83,GL,2019-11-16 19:46:59,50,65.42,-52.9,25.14,15.19
417,Bowen,33,AU,2019-11-16 19:46:59,43,-20.01,148.25,91.4,10.29
418,Lahij,0,YE,2019-11-16 19:46:59,71,13.06,44.88,77.0,17.54
419,Barra do Garcas,0,BR,2019-11-16 19:46:32,83,-15.89,-52.26,72.25,2.39
420,Acari,0,BR,2019-11-16 19:46:59,87,-6.44,-36.64,69.08,16.49
421,Hofn,40,IS,2019-11-16 19:42:58,53,64.25,-15.21,40.53,8.63
422,Hillsboro,1,US,2019-11-16 19:46:40,80,39.16,-89.49,37.99,5.82
423,Coruripe,41,BR,2019-11-16 19:43:16,81,-10.12,-36.18,77.29,16.2
424,Arlit,26,NE,2019-11-16 19:43:14,14,18.74,7.39,76.66,3.4
425,La Lira,40,MX,2019-11-16 19:47:00,42,20.48,-100.16,66.2,10.29
426,Manoharpur,0,IN,2019-11-16 19:47:00,55,22.35,85.21,70.77,1.3
427,Dwarka,0,IN,2019-11-16 19:47:00,87,28.58,77.04,59.0,6.93
428,Russellville,1,US,2019-11-16 19:47:00,69,35.28,-93.13,44.01,2.82
429,Rosarito,75,CO,2019-11-16 19:47:00,100,4.91,-75.23,73.4,2.24
430,Broken Hill,23,AU,2019-11-16 19:43:34,34,-31.97,141.45,64.4,14.99
431,San Pedro de Macoris,20,DO,2019-11-16 19:47:00,83,18.46,-69.3,82.0,4.7
432,Eureka,90,US,2019-11-16 19:39:51,93,40.8,-124.16,53.01,3.36
433,Novikovo,1,RU,2019-11-16 19:47:01,95,51.15,37.89,31.51,5.03
434,Birin,27,NP,2019-11-16 19:47:01,88,26.89,88.07,59.5,3.51
435,Viedma,15,AR,2019-11-16 19:47:01,37,-40.81,-62.99,64.33,16.13
436,Necochea,67,AR,2019-11-16 19:42:42,91,-38.55,-58.74,60.01,5.99
437,Seoul,75,KR,2019-11-16 19:47:01,81,37.57,126.98,50.0,5.82
438,Shahreza,79,IR,2019-11-16 19:47:01,85,32.01,51.87,28.9,5.03
439,Gamba,0,CN,2019-11-16 19:47:02,48,28.28,88.52,29.53,3.69
440,Oss,90,NL,2019-11-16 19:47:02,86,51.77,5.51,43.0,2.24
441,Gambela,86,ET,2019-11-16 19:47:02,90,8.25,34.59,70.02,5.01
442,Dickson,1,US,2019-11-16 19:47:02,65,36.08,-87.39,43.0,5.82
443,Gobabis,58,NA,2019-11-16 19:47:02,23,-22.45,18.97,72.73,14.23
444,Ashland,1,US,2019-11-16 19:47:02,86,38.48,-82.64,39.2,4.7
445,Point Pedro,100,LK,2019-11-16 19:47:03,75,9.82,80.23,83.07,15.39
446,Itarema,0,BR,2019-11-16 19:38:59,87,-2.92,-39.92,75.49,5.77
447,Kargasok,100,RU,2019-11-16 19:43:39,96,59.06,80.87,24.71,11.5
448,Avera,75,US,2019-11-16 19:47:03,66,33.19,-82.53,50.0,6.93
449,Kamensk-Uralskiy,100,RU,2019-11-16 19:47:03,87,56.42,61.93,30.96,11.68
450,Henties Bay,95,NA,2019-11-16 19:47:03,94,-22.12,14.28,61.0,5.01
451,Xiazhen,20,TW,2019-11-16 19:47:03,61,23.89,120.95,80.01,4.7
452,Yulara,0,AU,2019-11-16 19:42:43,10,-25.24,130.99,89.6,12.75
453,Bose,40,IT,2019-11-16 19:47:04,87,45.46,8.01,45.0,11.41
454,Morondava,88,MG,2019-11-16 19:42:46,93,-20.3,44.28,74.55,3.33
455,Mumbwa,100,ZM,2019-11-16 19:47:04,91,-14.99,27.06,66.4,6.06
456,Nurota,0,UZ,2019-11-16 19:47:04,69,40.56,65.69,33.8,4.7
457,Merauke,58,ID,2019-11-16 19:47:04,64,-8.49,140.4,86.88,10.11
458,Satuk,0,TR,2019-11-16 19:47:04,71,41.23,32.38,45.25,4.5
459,Camas,16,ES,2019-11-16 19:47:04,75,37.4,-6.03,46.99,1.12
460,Pacific Grove,90,US,2019-11-16 19:43:13,87,36.62,-121.92,66.2,9.08
461,Port Augusta,45,AU,2019-11-16 19:47:05,51,-32.49,137.76,73.99,12.75
462,Korsakov,75,RU,2019-11-16 19:47:05,73,46.63,142.78,26.6,15.66
463,Khani,0,GE,2019-11-16 19:47:05,44,41.96,42.96,51.8,26.4
464,Den Helder,90,NL,2019-11-16 19:47:05,93,52.96,4.76,44.6,11.41
465,Bulach,90,DE,2019-11-16 19:47:05,100,48.99,8.38,39.0,5.82
466,Anzio,75,IT,2019-11-16 19:47:05,59,41.45,12.63,68.0,28.86
467,Ngawen,70,ID,2019-11-16 19:47:05,47,-7.02,111.3,89.53,4.68
468,Mahajanga,40,MG,2019-11-16 19:47:05,78,-15.72,46.32,82.4,6.93
469,Naze,75,NG,2019-11-16 19:47:06,94,5.43,7.07,75.2,2.55
470,Peterhead,20,AU,2019-11-16 19:47:06,45,-34.83,138.5,71.01,13.87
471,Biak,87,ID,2019-11-16 19:47:06,73,-0.91,122.88,80.64,7.52
472,Uvat,100,RU,2019-11-16 19:47:06,97,59.14,68.9,18.14,5.44
473,Sergeyevka,100,KZ,2019-11-16 19:47:06,82,53.88,67.42,26.96,15.1
474,Mataram,0,ID,2019-11-16 19:47:06,44,-5.32,105.06,90.91,2.3
475,Virginia Beach,90,US,2019-11-16 19:44:49,81,36.85,-75.98,54.0,13.87
476,Felipe Carrillo Puerto,2,MX,2019-11-16 19:47:07,85,19.58,-88.05,64.63,3.85
477,Strezhevoy,90,RU,2019-11-16 19:43:22,85,60.73,77.6,10.4,6.71
478,Salalah,20,OM,2019-11-16 19:47:07,57,17.01,54.1,77.0,2.24
479,Santa Cruz,24,BR,2019-11-16 19:47:07,94,-6.22,-36.02,68.68,3.24
480,Christchurch,100,NZ,2019-11-16 19:43:31,28,-43.53,172.64,75.99,13.87
481,Cordoba,100,AR,2019-11-16 19:47:07,34,-27.78,-67.24,83.98,10.56
482,Cascais,75,PT,2019-11-16 19:47:07,100,38.7,-9.42,57.99,10.29
483,Otradnoye,90,RU,2019-11-16 19:47:08,93,59.77,30.8,37.99,4.47
484,Bosaso,0,SO,2019-11-16 19:47:08,78,11.28,49.18,79.56,23.15
485,Cranbourne,90,AU,2019-11-16 19:47:08,58,-38.11,145.28,64.0,17.22
486,Yar-Sale,100,RU,2019-11-16 19:47:08,100,66.83,70.83,-10.61,15.46
487,Tilichiki,100,RU,2019-11-16 19:43:10,76,60.47,166.1,7.66,10.69
488,Porecatu,0,BR,2019-11-16 19:47:08,41,-22.75,-51.38,77.0,8.05
489,Kushiro,40,JP,2019-11-16 19:47:08,33,43.11,144.15,32.0,11.41
490,Kuytun,30,RU,2019-11-16 19:47:08,78,54.34,101.51,-4.43,9.51
491,Batagay,100,RU,2019-11-16 19:47:09,97,67.65,134.64,-18.35,0.96
492,Sao Filipe,13,CV,2019-11-16 19:47:09,81,14.9,-24.5,72.68,14.41
493,Ilulissat,0,GL,2019-11-16 19:39:21,52,69.22,-51.1,17.6,28.86
494,Aberdeen,90,US,2019-11-16 19:44:08,93,46.98,-123.82,53.6,5.82
495,Salinas,90,US,2019-11-16 19:35:46,87,36.67,-121.66,66.2,1.36
496,Mount Isa,47,AU,2019-11-16 19:47:09,8,-20.73,139.49,96.8,18.34
497,Namibe,8,AO,2019-11-16 19:47:09,78,-15.19,12.15,70.23,11.54
498,Malvern,90,GB,2019-11-16 19:47:10,100,52.12,-2.33,45.0,1.57
499,Cromarty,97,GB,2019-11-16 19:47:10,81,57.68,-4.03,34.0,5.97
500,Tavda,100,RU,2019-11-16 19:47:10,95,58.04,65.27,30.16,7.78
501,Westport,1,US,2019-11-16 19:47:10,24,41.14,-73.36,36.0,12.75
502,Kysyl-Syr,50,RU,2019-11-16 19:47:10,93,63.9,122.77,-12.17,7.61
503,Alofi,55,NU,2019-11-16 19:47:10,69,-19.06,-169.92,80.6,10.29
504,Sabha,100,LY,2019-11-16 19:47:10,16,27.03,14.43,67.48,8.37
505,Agadez,44,NE,2019-11-16 19:46:51,14,16.97,7.99,78.17,5.77
506,Fort Nelson,90,CA,2019-11-16 19:47:10,77,58.81,-122.69,6.8,3.36
507,Dalvik,100,SE,2019-11-16 19:47:11,100,57.79,14.13,44.01,11.41
508,Coahuayana,48,MX,2019-11-16 19:43:10,81,18.62,-100.35,72.34,2.39
509,Sretensk,100,RU,2019-11-16 19:47:11,82,52.24,117.7,-0.49,6.06
510,Codrington,75,AU,2019-11-16 19:47:11,42,-28.95,153.24,86.0,6.93
511,Iralaya,1,HN,2019-11-16 19:47:11,78,15.0,-83.23,82.72,10.56
512,Hobyo,16,SO,2019-11-16 19:47:11,80,5.35,48.53,78.3,16.24
513,Cururupu,0,BR,2019-11-16 19:47:11,95,-1.82,-44.87,73.24,2.3
514,Mut,0,TR,2019-11-16 19:47:11,70,36.64,33.44,54.01,2.64
515,Coquimbo,48,CL,2019-11-16 19:39:25,87,-29.95,-71.34,59.0,4.7
516,Kerrobert,75,CA,2019-11-16 19:47:12,88,51.92,-109.14,32.0,10.29
517,Methoni,100,GR,2019-11-16 19:47:12,82,36.82,21.7,62.01,3.36
518,Qeshm,0,IR,2019-11-16 19:47:12,77,26.96,56.27,64.4,4.7
519,Ha Giang,100,VN,2019-11-16 19:47:12,92,22.83,104.99,67.71,2.01
520,Marienburg,46,DE,2019-11-16 19:47:12,86,52.12,9.98,39.99,6.93
521,Zhigansk,100,RU,2019-11-16 19:47:12,98,66.77,123.37,-6.54,6.62
522,Celestun,20,MX,2019-11-16 19:47:12,61,20.87,-90.4,74.32,13.96
523,Marica,0,BR,2019-11-16 19:47:12,78,-22.92,-42.82,71.6,8.05
524,Foumban,93,CM,2019-11-16 19:47:12,81,5.73,10.9,66.92,1.68
525,Kununurra,0,AU,2019-11-16 19:47:13,25,-15.77,128.74,98.6,10.29
526,Turbat,98,PK,2019-11-16 19:47:13,26,26.0,63.05,67.19,12.03
527,Noyabrsk,95,RU,2019-11-16 19:47:13,96,63.2,75.45,0.79,11.7
528,Sao Felix do Xingu,85,BR,2019-11-16 19:47:13,98,-6.64,-51.99,72.63,1.1
529,Kourou,39,GF,2019-11-16 19:47:13,88,5.16,-52.64,78.8,2.24
530,Palana,100,RU,2019-11-16 19:47:13,77,59.08,159.95,24.15,8.81
531,Eichstatt,90,DE,2019-11-16 19:47:13,80,48.88,11.18,42.01,6.93
532,Laguna,75,BZ,2019-11-16 19:46:01,94,16.17,-88.94,77.0,3.51
533,Taoudenni,62,ML,2019-11-16 19:43:09,33,22.68,-3.98,61.02,6.58
534,Moissala,93,TD,2019-11-16 19:47:14,34,8.34,17.77,73.11,1.63
535,Abalak,84,NE,2019-11-16 19:47:14,16,15.46,6.28,79.32,7.02
536,Igarka,0,RU,2019-11-16 19:47:14,82,67.47,86.57,-17.37,9.22
537,Tairua,0,NZ,2019-11-16 19:47:14,47,-37.02,175.85,73.99,25.64
538,Maues,100,BR,2019-11-16 19:47:14,96,-3.38,-57.72,73.06,0.74
539,La Palma,23,CO,2019-11-16 19:47:14,96,5.36,-74.39,67.37,2.51
540,Berezovyy,43,RU,2019-11-16 19:47:14,53,51.67,135.7,13.96,5.37
541,Kirakira,98,SB,2019-11-16 19:47:15,71,-10.46,161.92,83.14,7.25
